ident,Height,Width,Average,Perceptual,Difference,HaarWavelet
c5ab4bf7d7755aba1e19843f20173cb5,8448,5632,efffcfffc7ffe7ffcfffcfffcfffcfffe7ffe7ffe3fff3fff9fff9fffdfffdff,9e0f0f07e1fc387ecf1f23c3c4f0e21ef0c7c078e1fce0f0e0383c07c7c363c0,08001a001a004a001a003400340098005a004a000d00260013800b4001000300,e400c400c400e400400000008000c0000700270023003100090009000d000d00
6ccb8529cc90ff30751eff7a1d055b6e,7528,7221,fffffcfff8fff1fff3fff3ffe7fff7ffe7ffe7ffcfffcfff9fff9fff1fffbfff,bc387018e3cfc707c63ec670ce230c77fc610de7fc8601cef98401fcff180e1c,008001800b40028025002d000c002c000e005a001400b4002000280068004000,ff00fc00f800f100f300f300f700f700e700e700cf00cf009f009f001f00bf00
375df231fdc9598606a966787173c056,5568,4096,fffffff1ffc1ff83ff0ffe3ffe7ffe7ffc7ffe3fff1fff9fff9fff1fff3fff7f,e6734b25c8cc98929373b6b2a4cca4cd89b36da55b665b344ac9464c5bb362d9,00100025004f009e013c027204d804b004a000c0027801340034003400780040,00ff00e100c100810307020f000f004f00700030031003900f100e100e300f30
382abdb964afacf4ada2f83c46fe3339,5504,4352,fefffe7ffe7fff3fff9fffcfffcfffc7ffcfffc7ffe3ffe3ffe7ffe3ffe7ffff,e96524b6b6d2da49992d49349c92cddb9cc9dac96d6ca4a45256296a52b5b4b6,010004a000d000680034009a005a004c004a004d00060003004c0026000e0000,0cff0e7f0e3f0f1f0f9f0f8f0fc70fc700c700c700e300c100c300e300e700ff
297276e5cd02ffae7626e025bedfd9fa,1792,8448,fffffffffc1f901f801f8003e401ffc1ffc1fff9fff9fffcfffcfffcffffffff,eea62f55b54ad0aaca15595e3ead15f069e2e2a1761b621c653ca4add2c76a42,30e012f048f834fe3476095b0883009b00930023000900010004000000000001,883f001f00070003000300018001ed01ff81ff80fff0fff8fff8fff8fffcfffc
1c239449d7f8707211a0e6821848a1c1,6464,2880,ffcfffcfff87ff83ffe7ffe7ffc3ffc3ffe7ffe7fff3fff9bff19ff1c003f847,eb52ed2a24b496b4b16cd2a5b24d964af4a96992499a6d4b93d8724a96b5b2ec,001c001a001c001e002e000e008f0007000d000700061003204338031c0600cf,ff04ff84ff80ff80ff83ff83ff81ffc1ffc1ffc0ffc00fc00f8002000001e001
f0422b9adf9f34ea214374a48bcb757e,10816,5632,ffffffffffffffffffffffc1ffc9ff8fff9fff9fff3fff9fffcfffcfffcfffdf,ecb2926d9b66a4db949349b652496ddab512a564d22d48b35249ad36b512b6ed,0000000000000001000c000b005b001000b10138012800340094009000940010,000f000f000f000f00c400c000c8008e009f001f001f009f008f00cf00cf00cf
2dfdd6b4aad360a5af8a9615b3964b07,6848,6656,fffffff9fff9fff3fff3fff3fff3fff3fff3ffe7ffcfff8fff3ffe7fffffffff,ead6da95b4ad6dad9b4aa6d2ad2ab34aa4d289b43249cc9a332494c969b25b6c,00000009000b001200060005000600160006002d005a001c006000d000200000,000f0009000900030000000400000000fff3ffe7ffcfff8ffe1ffe3fffffffff
b2ade8c8cf0f8da5d999e116da8cf41c,1408,5760,ffffffff7fff7fff7fff3fff3fd93f0187018403c003e037f0fff9ffffffffff,aabdc4bf91423f504efe91bfb6006f40e0f34a8e19b1b66e6d4869b196a61649,00005000c000c000d014d049681370135c6b0c3b896605c50592134002800100,3fff3fff3fff3fff3ff83f8007800600800080008000c003c007e07ff0fff9ff
bf8add8e1cf28e124aa99ef2d0e15538,2240,1280,ffff87ff8fff8fffc3ffc7ffc7ffc7ffe7ffe37ff0fff80ffe03ffc3ffffffff,bf079f83c3e170f8943c690fb0c3c87ce41bb0c1c876b69949e486ba265d99e6,86001e003e003e001e001a001b001b000dc00e70277411bb009f024f002a0010,03ff03ff01ff01ff01ff01ff01ff81ff807f801f80078001f000fc01ff01ffe3
25f05be992338d0229bf3a5cd110143c,1280,4992,fffffffc7ffcbffc1ffc1ffe1ffcc7fcc2c9f3c1ffe1fff3fff3fff3ffffffff,dafa15eae1547a053ca187da03fd28bdbe82fb40e8653435024b43e475f45e5a,00000005c00460006800780038111d019d19070b010708060016000600020002,ff0c3f0c1f0c1f0c0ffc07fc03f800900080c080c080f781ffc1ffe1fff0fff0
ff811b8f07ef6d31cb60dbd6ad7b0f6c,6336,1024,fe07ff83ff83ffc3ffc3ff87fe0ffc1ff83ff87fe07fe0ffe0ffc0ffc1ffc1ff,b91acd7219ca333ba6ca24999c7713c4d23d36b49624b1ed971bb09ae792348d,005f000f000f000f0007000e00380834016800d005e005a005c013c01bc00f80,f803ff01ff01ff80ff00fe01f807f00ff01fe01f803f803f807f807f007f00ff
bc79710a91205883cbaf384d689b87d7,1024,5248,fffff07ff03f9017800080a081e087f78fff0fff0fff1fff3fffbfffffffffff,bbfb72eae0e585059c06da7a4b9a4f9fc49c8dd888c8b18db31542347b605bca,040026c424e0262520a569a52f250c855b009804300030006000600060000000,f37ff03f800f8000800000000000004003e307ff0fff0fff1fff1fff9fffbfff
5412642aeef99bc006be1cb1d8689ccd,5440,2048,ffff8fff81fff07ff83ffe0fff07ff87ffc3ffc1ff07fe3ffe3fff1ffe1ffc07,e66d999337a89a564919c4c6672dd2d2732798c269a992666d9c9e7227199ecc,0a003c800fa003d800f4087c021c001e00070007003f0078007c0238007008fd,c7ff00ff003f800fc007f007f803fe01ff00ff80fe00fc07f80ff80ff80ffc07
480b4b3b0b1ec9ec41980ff45a5fbaa7,4800,5888,ffffffff3fff3fff8fffc3ffe0fffcfffe7fff1fff9fff8fffc7ffe7ffe7ffff,ad7f92fec96de493f20079201c924e698336e19b70ed3c76ce13878d23c611e3,000060005800660039000e80034021a004d0026801340098004c004d004c0008,fff03ff03ff01ff087f081f0e0f0f8700c300e100f900f8000c400c400c400ec
5d7632f1794e2cebb36e21c51c9f4402,7808,3264,f9fff1fff3fff3ffc3ff9fff9fff8fff1fff3fff3fff3fff0fff80fff00cff80,8ffbbcc07803807f63e01fc0c08f3f1fcf0770008ffee0fe9e00678398710fba,02000680240004001c00300034003400700060005000c10078110f8081b91019,f100f100e100c30083008f008f008f000fff1fff1fff1fff07ff007fe000fe00
b39e17375ec90340ba1c191716858c65,8192,8192,ffff3fff9fff9fff9cff8cfffcfffcfffcfffcfffcfffe7ffe7fff3ffe7ffe7f,b3380999cc66e03ff01de44e1b133fc0ddc0f630fc21fe063f8837708cdc227f,800050006900300031403140118009400940058005a0008000d0025000d00080,7f003f009f009f009c008c00fc00fc00fc00fc00fe80fe00fe70ff70fe30fe30
5a6a02723433df0573332937e04c612e,8032,6474,ffffffff9fff9fff9fff9fffdfffdfffcfffcfffcfffcfffdfffcfffcfffffff,9f83c1f8e07e3e07f001f0601f0f0fff03f01e3fe03f1f811f00e0f81f07e07e,0000000020006800280030003000b00094001400180094003000180018000000,ff00ff009f009f009f009f00df00df00cf00cf00cf00cf00df00cf00cf00ff00
f2061f4d36c3ed5e865d8f8d8e0785b3,6848,7936,ffffffffff7fff3fff3fff3fff3f7f3f3f3fbf3f9f3fdf3ffe3ffc7fffffffff,a64dccccdb320376889d7333ddc8203f2226ddc076778ccc13337664dddc1333,0040000002500050006081680160c160d16040682060305004d0248000400080,f0c0f0c0f040f000f030f030f03070303f309f309f309f30fc70fc70fff0fff0
0f38ed2800802b352271d4384e9e4654,3712,2624,ff3ffe3ffc7ff0ffe3ffe3ffc787c707cf83c7c1e3f1f1fff1ffe1ff03ff07ff,bc19e703b1f662844f19ac4a9c369cf4a1cb1878d9879396d21a1f39e9b10efa,027008f811f0238006440d100d1d9d2c99279c130c83031103400e802d004e00,fe0ffc1ff01fe07fe0ffc18f8303830387008300c040e0f0e0ffc1ff01ff03ff
87668b74a71c46e1794107bb5f32d44d,3584,1472,fff9ff07fc0ff07fe0ffe1ffc3ffc3ffc7ff87ff87ff0fff8fff81ffc07ff27f,bea1e03860f7c787dc049cfdd0f11884d3fc3387c7013337c67c322f4ec0267d,0213003d00fc01f007e007800f000f001e001e003c003a003c801f0007e006c0,3f003c013003200fe000c0c080c080c081f003f003f007f001f000708030c030
f2b60f5df5140efb80fa3b4c2bcb4743,6592,6912,dfffc7ffc7fff3fff3ffe7ffe7ffcfff9fff9fff9fff8fffcfffc7ffcfffffff,9f10f878f00707c2c3c73e0fc0f8e0f8ffc1e0fff83e87e0e0fcc2071f00383c,200018008c000d002d002c004a00940030002800680034009a005a0010000000,9f008700c700f300f300e700e700cf009f009f009f008f00c700c700cf00ff00
eb88414bf869f5f93e3990b0d08c3bf3,3200,3840,ffffffffffffffffffffffffffffffffe39fe39fff9fff9fffcfff8fffffffff,ec93934dc3266c9b9249cb26e6db2c789b24e79b6ce59a786596934938706c34,000000000000000000000000042000000e200528013004b40018009c00200000,00000000000000000000000000000000e39fe39fff9fff9f0fcf0f8f0fdf0fff
c7998028569a7754a0c07d3212ff1683,8192,6912,ffffffe7ffe7ffe7fff3fff3ffe7ffc7ffcfffcfffcfff9fff9fff9fff9fff9f,e932db4996dba5b6ad2d92db92d2949692a5694b4b4a24db95a424a55b6d4a5a,0000000c002d002d00060006002d004a005a0098009400b400b400b400b40030,00ff00e700e700e700e300e300e300c700cf00cf008f009f009f009f009f009f
b48211c0c0fba52fcc8d919d03ed005b,7552,1728,fe07ff87ff8fff87ff83ffc7ff0fff0fff0fff0fff0ffe0ffe1ffe1fe41fe007,ecb6c939335be4c634ed8662596cda526ad6069994eb966c996d924ccc96389c,001e001e011b011f0097008d001b003b007b007b001b007e007604b6087c407d,fe03fe03fe03fe01fe01fe01fe01fe01fe03fe03fc03fc03fc07f007c007e007
f220cd5dfa5321a4f3a29ddfb0a775bf,7424,7168,ffffffdfff8fff0fff9fff3fff3fff3fff9fff9fffcfffe7fff3fff9ffffffff,ecd9249a9b364936b4c9924d9b6c9493525b2d6d64b66d5a4da525966b4b9325,00000010001400340128016801680168012800b4001a002d0012001300000000,00ff00df008f000f001f003f003f001f009f008f00c700e300f100f100ff00ff
f69847acf7a94039fa4d1fd3bd32ebac,2816,8832,fffffffdfff9fffcfff0fff1ffe7ffcfffcfff9ffb3ff83ff07f01ff07ffffff,beaac02a16e83483cdb43b6de6411c92f1260f6df9d9073658fcf380063ff9c1,000100090001000100050007000e005800940134066810f003c04f0038802200,00fd00f800f000f000e000e000c10087ff87ff0ff81fc01f0030007000f007f0
716055036e3c107c1531535fbf8f5cf1,5568,2304,f00fc00181e11fff0fff8fff87ffc3ffe1ffe1ffe1fff1fff3fff1fff1fffbff,bce3479de3c378787c0dfe01e788b0f7807981f6857891c69fc31e509bc09ad0,01ba136b36077018320218001c000e0007004700070007000600068007000300,e001800000800f8707ff03ff81ff81ffc000e000e000e000e000e100e000f000
8ed0759dc9f237217ed150c21d9afeac,1600,6912,ffffff9ffe1ffc0ff80ff847f0e7c1e7c3f387f38ff99ff99ffcfffeffffffff,bfbb6501c4b49e969853d16b03ad2f1444aaaa9573309362bf474cce6c9cec99,00b000380430009a01da11cd018d07260e871d071a0374096801100000000000,ff1ffe0ffc0ff807f007e003c00380e100e103e103f007f000001008f00cf00e
140543a4d39b1a3ed0fce740ba2feb3d,8128,2880,e1ff83ffc1fff07fff7ffc1fff0fffe7ffc7ffcfff8fff8fff8fffc7ffe1fff9,eda136421ae32db2da6d6d49a696cb64c12dcadbe5b47299b14bdaa6cd44c481,07000600078001e0004800700038000d000c0018003c0138001d000e00430003,c0ff01ff80ffc03ffe3ff80ffe07ff03008700070007000f0003008100000030
ac2d6fd1aa1fe717c00e97b132ebc392,6272,4160,03fff0fffc7ffe7fff3fff3fff3fff3fff9fff9fff9fff9fff9fffcfffe1fff0,e6c932641b36bd931ac98d649ece0c6d86b2cf6987364b1ba7396318a72c539c,1c00034001a004c00260006802600068012801340130003400920018000f0003,01ffe07ff87ffc3ffe3ffe3ffe3fff1f001f000f001f000f008f008700c000e0
6959e859a5eeb9cd1a04266829bb4b47,8233,9213,fe7ffe7ff8ffe1ffe7ffcfffcfff9fff9fffb1bf381f3cffffffffffffffffff,bbde3f00f03361ffc7e0cf01060fcc7e8c7838c038c099c7318ef98ecf1cc71c,00c009a00340270048009a00b4002a006800633053b0c1800020000000000000,fe70fc70f070e1f0e7f0cff0cff09ff09ff0b1b038103df00f000f000f000f00
0fe9a27d4af8817d43d5939344204f14,7936,5632,fff3fff3fff3ffe7ffe7ffe7fff3fff3fff3fff3fff3fff3fff9fffcfffeffff,ca5a6b5ab5ad96b5a55254adb4a595aaaab5b52bb5a9a555152aa5a5552aaa01,0016000600060025002500250025002600060016001200020003000100000000,00f300f300f300e700f700f700f300f300f300f300f300fb00f900fc00fc00ff
a14885c7da6514c0523a6977e2b205a4,4288,1024,fffff8fff0ffe0ffe0ffc0ffe03ff00ff007f80ffc1ffc0ffe0ff81ffc0ffc07,b189989bc798c7a463e096839e1c988e6d79e4dc94f41d699cc0cda1f0e7627b,098011e023e047e043a08fc803f021fc01cd00fc017c00dc00bc0170007d083f,fcffe07fe07fa03f003f003fc01fe007e007f007f807f807f80ff00ff007fc03
49e6cd04adcc98a79f3d8ddb894b65ec,5056,6400,ffffffffff9fff9fff9fff9bff99ff91ff93ff93ff93fff1fff9ffffffffffff,ee93a499952c5b56bb5452a54952a54a52cd695264ab52c9ad5a5ab5da55b56a,002000000030012a0128003300330033012600b7009400070013000000020000,00f000f000900090009f00990011001100930093009300f100f100ff00ff00ff
d391b688a24367fdafa1a25a8fd9e6ad,8448,6144,fff9fff9fff1ffe3ffe7ffe7ffe7ffe7ffe7ffcfffcfffcfffc7ffc7ffcfffff,e92d52cb969244b496adada5b525ad4bab5aa952ab52ab546ad65ad4569a4929,0003000100030026002d004a004c000c004a004a005a005a001d009d009a0018,00f900f900f100e300e700e700e700e700070007000f000f00c700c700c700cf
9264efc13ba91622d0d641b49c8caf52,4480,4864,fffffffffff7ffe7ffe7ffe7fff3fff3fff9fff9fff9ffb9fe89f819f9b9ffff,daa9895aa55cd4a596b422948d6a73a9cd55134c6d12dacdb535cca5b34dcc36,0004000000250025002d002500060012000300290089022b00bb01bb036b0012,00ff00ff00e700e700e300e300f300f10ff90ff80ff90f990e09081908390f7b
117322874280c217ec357f6de7b5c77f,3584,2624,9fff8fff87ffc7ffe1fff1fff0fff87ffc3ffe1fff1fff8fffc7ffc7ffe1ffff,bda81ed2cf25e792f3d8f9e5f4d2686db332da18ed09d250e1646884b01b702d,300038001e001c000f802740038001c008e0007802340038001c000f000b0001,0f0007000300810080f0c0f0e070f030000f080f0c0f0e070f030f810f800fc0
3eb6557970969fb02f3429f7ba779c4c,7296,2432,fbffe3ff87ffc7ffe3fff0fff8fff87ff87ff87ffc3ffc3ffe1fff07ffc1ffff,b33e9c99cc616734d19f60f1b0784876b63b4b0da78753c12dc212e3cd3c961d,27004d001f001d004e8027c011e011e011f008d001d000f40078021e010f0043,80ff00ff00ff00ff007f803fe03fe01fe01fe01fe01ff00ff807fc01fe00ffc0
de053910e530a0446edf0c8dc12d31e3,7040,2432,fff1ffe3ffc7ff8fff1fff3ffe3ffc7ffcfff8fff9fff3ffe3ffc7ff87ff9fff,bf8d60714e745987d3301e73f0c6169ce4b117a6f02685e4bc0d85e93c2fa5ec,00030007004c009a0134006800d004a001c00340130026800d009a003c002000,00e000c1008300070f0f0e1f0e1f0c3ff870f070e0f0e0f0c100830003000700
e46178b5e2098fb3dafa4040c620ece4,8512,7424,ffffffffff7fffc7ffd3ff91ff91fff3ff33ff27ff67fe67fe6fffe7ffe7ffff,ea4a9496952d236d92da49b166b748ca9936994a24ed369bdb5a3276b4ad95a4,0000005000c40014009200330023002600660065024d00c800ca000d00ac0000,00ff007f007700c700830091009100b30f330f270f670e670e670fe70fe70fff
25961aea3db8652eeb0bbce7b0b539e0,1984,4160,fffff87ff03fe01fe20fc607c7c38fe39ff3bfe1ffe1fff1fff9fff9fffdffff,fa9a3552b0add3f48b42cf03cc3dccb98cf11ec05806a0bee5d84ec98ccdd8e6,018001e0027006b04e3a0cbd9a863c2668067007200340030003000100010001,f03ff01fe00fc00fc00780078003070307810fc09fc0ffe0ffe0fff0fff8fff8
a331bd194ce409c37923a64ae652009f,6912,3136,07ff807ff81fff83ffe1fff8fff9fff3ffe3ffe3fff1fff1ffe3ffe7ffc7ff8f,cad536ab252d1a56857292a996a5894acb56c9b5c5dae5aba4ca6295f2c57269,7c1006c20078100f008300210003000700260027000300030026000e000c001e,01ff003fe007fe00ff80fff0fff0ffe100e100e100e100e100c100c300830087
63e602ffc3e1fc9e5f05e13a74999f02,1728,8000,fffffffefff6ffc0ff80fc01f801e01fc07fc1ff8fff0fff1fff3fff3fffffff,afee7800c07f9fd5300460fecf82583f3870ef6509873b41c67dc4e83d8b7312,000000040004000b0021002700f701f303da1b8038003800780070004000c000,fffcffe0ff80ff00fc00f000c000c0000009003f00ff03ff04ff0cff1cff3cff
c4b7972754b0131d4b1bc9d30d0672e7,6843,5727,fffffffffffffffffff9ffe1ffc7ffc7ffe7ffe7fff3ffe3ffe7fff1fff1ffff,cb4bb4a4b6b4a95aa52d4b6d52d25292a529a5b4ad4a5a495ad255adf5a5a55a,000000000001000800130027004c004d002d002d0006000e000c000700030000,000000000000000000f000e000c000c000e700e700e300e300e300e100f000f8
344cc56a75aa993d5b20be3f31210879,8512,2624,ff00f811f1ffe3ffc7ffc7ffe3ffe1fff1fff0fff8fff0fff1ffe3ffc7ff8fff,b87e6e3c479271c343e25c3bc78e5e0fc0e19e18c8f89c2199e19dc399af99c0,003302f727000c220d000d004c000600278003801380038006000e801c003800,3c003000007f01ff80ff80ffc1ffc1ff20f020f0307020f000f001f080f002f0
c89f71d6c8fdc1bce0a230bdb46935fd,2048,7424,fffffffcfffcfffcfff9ffe1dfc39f839f0f9e3f0c7f08ff61ff63ffe7ffffff,ee2ac3ea943f3547ef500815b3d5b62dada16b3a9a6290cf6e1869e1909eb624,0000000400040009001100433086311e327c306070c85380c700cc80ca000000,ff0cff0cff08ff08ffe09f808f018e010e03080f001f003f00ff01ff23ff27ff
139cb907ebee7f62b3999f62e9a753ec,8858,6225,f7fff7ffe7ffe7ffe7ffe7ffefffcfffcfffcfffe7ffe7fff3fff1fff9ffffff,bc1ece3cf0f01c71c787f1e3c61e33871e70781e3c6303f0e1e03c1fc70ec1e1,0c002c002c000c000a004a005800180094001a004a002d002500068002000400,f000f000e400e400e700e700ef00cf00cf00cf00e700e300f300f100f900ff00
b4e5cfe0f1616168c2a4524202c85327,4736,2496,efff8fff1fff1fff8fffc3ffe1fff0fff87ffc3fff1fff87ffc3ffe1ffc1ffff,affd97facbf765dbb0055802ac005301a182e0fde07e613db09e4965b7f04be0,1c003c0078007c003e008d80474023a011f008e8043c011e008f0007000b0009,07f007f007f003f001308030c070e030081f0c0f0207020300810080008000c0
fa6a64b3a0c696072eb77fc03e2858df,5312,2688,ffffc7ffc7ffc7ffe2ffe1fff8fff87ffc7ffe3fff1fff8fffc7ffe7fff7ffff,bf0d1e16cd0fe605f3c3f9e1f4f0e278c130e49a73cd11a60e13966d2db29581,44009e009a000d000d80074013e001a000d000680034011e004b000d002d0000,03ff01ff00ff007f003f803fc01fc01fe00ff007f803fc01f001f001f081f0f7
f5440c7daa9981ec029c955999443de8,1920,7040,ffffdfff9fff06ff247f207ff23fff1fff9fff83ffc1ffe0ffe0fffcffffffff,ca7b37ff93cc4b80a4c0f2427a2fb41f461b4a6595f649fa48dd074ea72c5211,3000300033005d804de04da004d8167c0137001f000700450005000800030000,0fff0fff00ff007f003f001f000fc0070c010c000f000f800f800f800fe00ff7
dc229a9490dc183a1b2ac09e66cbcaff,7730,5478,efffefffcfffcfffcfffcfffcfffcfffcfffcfffcfff8fffcfff9fff9fffbfff,8fc0fc0fe07ef80ff03f03f0e03f07f0e0f007f0fc0303ff3e03e03fe0f800f8,180018009400b4003400b400b400b400b400b400b4003400b400300028006000,ef00ef00cf00cf008f00cf00cf00cf00cf00cf008f008f00cf009f009f009f00
8f18d0ffda3fb439d6ad4473d575409d,832,4416,efff81ff00ff003f001f000f0007f003fc03ff03ff81ffe5fffcfffefffeffff,af7f3ebf950dca00e954d56bceafe614f20ac2414624a327f1b2e0f083da9199,1c401f2067d04ce849745b38666d25e600e62037020f008d0029000400020000,83ff00ff007f001f000f000700030003f003f801ff00ffc0ffe4fffcfffefffe
04ecd322ee23c5be7654baad4d9fbc71,6784,6656,fffbfffbfff3ffe3ffc7ffcfffcfffcfffc7ffe3fff3fff3fff3fff3fff3ffff,cb56a5a592d35ad2a52da4b4b4b26b4bad2d6a5296da694aa5a4b4b49369ad29,0002000200120025004d005a001c005a004d0025001600160016000600260004,00fb00fb00f300e300c700cf00cf00cf00c700e300f300f300f300f300f300f7
5b2c1fcb4a370400b64df671560fb733,1472,2368,dfff07ff01ff00ff80ffe03ffc1ffe0fff07ff83ffc3ffe1ffe1fff1fffbffff,ebdd35ff9ab7c863e442f2a0f110fb90db28e3b460d2e0c9f86498663435e41a,39005e805f403ba019c001f40170087e022d0126008f000b00030013000b0000,03ff00ff007f003f001f000fc007f0030c030e010f000f800f800fc00ff10ffb
2d3325a54dddefa778af88a70e7d196d,8256,7424,fcfffe7ffe7fff3fff38ff31ff93ffcfffcfffe7ffe3fff3fff3fffbffffffff,ea543621b2339b73ad315c915ad95d6d94a4ad52ad5bacd55ae452ac52a64cd2,058004a000d102500053012300360099005a000d002500160002000200000000,0ccf0c4f0e4f0f0f00200001009300cf00cf00e700e300f300f000f000fc00fc
a2eb130a296ca0ff83e1b530108dac25,8384,6656,fffffffcfff8fff9fff9fff9fff9fff3fff3ffe7ffe7ffe7ffe7ffe7ffe7ffe7,ca4b96b4a52ba94ab6d66b55b4b5a94aab542ad5b4a54b4b56b256a954ab506a,00000001000900090009000b00030012000700250025002d002d002d002d000c,00ff00fc00f800f900f900f900f900f300f300f700e700e700e700e700e700e7
80175c7d26a0677a08f54c5b66af1555,1152,7616,ffffc27f803f803f800f00078007b803ff81ffc1ffe1fff1fffcfffcffffffff,ffaa3f559644daa2e950a55ac82fcd2fc495e3d011ea889bc05961ed21f41cf2,18801ed02c600978599a498d219e61379913428b004300010001000500000000,c77f803f801f800f00070007000300018000ff80ffc0fff0fff8fffcfffcffff
40f620868c9f202a2cf669e4f20ffcf3,6144,6144,e7ffe7ffefffcfffcfff9fff9fff9fffbfff3fff3fff3fff3fff3fffffffffff,8fff3f00fc07e03fe0fc01f0ffc003c307c7ff01030fe787c1c7e1e0e1e0c1c1,0c000c005a009c00b40030002800680060005000500050005000500000000000,e700e700ef00cf00cf009f009f009f00bf003f003f003f003f003f00ff00ff00
673860524a7cafac29eac8977227c665,7226,6474,ffff9fffcfffe7fff3fff3fff3fff3fff3fff8fffc7ffe7fff3fff9fffcfffcf,bcf39b69c79e234f99e1e4f1f3346898d86c6832f00ddc26e613738499c22e61,400034001c000e002d000500250025000600138008a004d00068013400940018,ff000f008700e700f000f000f000f00001ff08ff0c7f0e7f0e1f0f1f0f8f0fcf
b3700db879579fef7adf134941382daf,2513,4979,ffffffffffffffffffffffff3fff3fff1fff9fff8fffcfffcfffcfffcfffffff,8fc1e07efc070fc000fefc07ffc01ff8007f0007ff00fff0001fc03f1f81f0fc,000000000000000000000000c0007000680030003400b4009400940010000000,ff00ff00ff00ff00ff00ff003f001f001f009f008f008f00cf00cf00cf00ff00
ffcd99c47e57ad2934dc6bbf5edf6675,4160,3840,ffff8fffc3fff1fff1fff3fff3fff3fff3ffe3fff3fff3fff9fff3fffbffffff,b8e30f18c78e8718ce38e1e3c398e0e7e1c7f0e7f03c383f3c331e1c1e1c0f0e,220038008f000680168026802600268006000d00268016801680168016800200,df008700c300f1003100330023002300e300e300e300f100f900f300f300fb00
5a2451b90bf50e1043781bbb8eeb2bec,7427,5976,fffffc3ffc7ffcfffc7ffe7ffe3ffe3ffe7ffe7ffcfff0ffe3ff8fff9fffffff,b33663399999b999c6660c46f1338f33d88c8399dc1f99ccc30d1c73e1867e19,000000e009c001a004a000d002d0025002d004c011a043400e80110036000000,0ff00c100c400cc00c700e700e300e3000000000044000c0800002000000f000
b0de7c7d835587ccfe43edd3eb647817,7744,1984,ffe1ff87ff1ffc3ff87ff0ffe3ffe1fff1fff0fff0fff0fff1fff1ffc3ff8fff,b8e0e73ecf1c69c58c72d873c3933312338e1e3cd2c196c9d2c1169ef2f21786,0007021c007a00e001d007a0060046800740038003800380230006000d003a00,ff80ff03fc07f81ff030e070e1f0c0f0c0cfe0cfe04ff04fe00fc00f010f030f
bd4b881106dd6a8658ee1e9afdb1844f,5568,1152,87ffc3ffc0ffc0fff9ffebfffc7ffc7ffc3ffc3ffc3fff1fff07ffe7fc03fe03,b6319d860ccb26787336cd9ee6d9d326e4de93893b262e829e476da290d26361,1f000d800f800b80038017c009e009f008d800cc00ec0436021e038f00ef0067,01ff00ff80ff80ffe0ffe07fe03fe01fe00ff007f007f007f803f801fc01fc01
7e72dea4ae66b5bf583013ec985e5209,9341,5727,fffffffffff3fff3fff3fff3fff3fff9fff9fff9fff8fffcfffcfffcfffcfffd,dab4aad5a54a952aaaa59555b6aa52b55a546aaa4b544a5a4b526b4ba56bb5a9,00000008000600160012001200120003000b0009000900050004000400050001,00ff00ff00f300f300f300f300f300f900f900f900f800fc00fc00fc00fc00fc
c712026c5327cb58b470cd7e97982427,7936,6656,e7ffc7ff8fff9fffcfffcfffcfffefffcfff9fff9fff9fff8fffcfffcfffcfff,9f813e01f81fc0fcf81ffc0fe1f83f80e0f0e0fcc3e007e0e07f0fc0e0871f83,4a001a0034003400b4009400940018001c00300028002800340018009a009000,e700c7008f008f00cf00cf00cf00cf008f008f009f009f008f00cf00c700cf00
b481b56617ce096435cb591adc6dd0b9,2048,4224,fffffe1ff001c00180c181ff8fffffffffefffc7ff87ff8fff1fff3fffffffff,eda93aba62d2e521936596d69d961b6c589b49b26e097825704de1d463b44f99,0201107e007f07b323971f4018113248484c004c001c001a0034026800d00020,ff01f000c000000000000041007f0fe71f87ff87ff83ff07fe0ffe1ffe3fff7f
473554584a1ab1f83aa3e758b6c6238b,7327,7719,ffffefff8fff0fff4ffdc7fde1fff0fffe7ffefffe7ffe7ffe7fff3fff9fffdf,b723998bcccce372f9997c6cd833c68b836639d918f44632c7897b803cc4b833,000010003400740096011801070001c100a004a004a000d002d00060003000b0,300f000f800f000f0f0dc70de10ff00f00ff00ff007f007f0c7f0c3f0f1f0f9f
9a3595bbbc36b9ae6880ad57ae3a597b,5632,1344,3fff9fffc3ffe1ffe0fff07ff07ff83ff83ff83ff03ff07ffc3fff1fff8fffc3,b2e61b3eccb987edc3cde3f2b173e49df81c383ff04778139603690393104708,6c0030001e800f0043c006d000d002e0026802e002e002c000740070003f000f,1ff00ff003f080f0c070e030f030f010f01ff01fe00fe00ff01ffc07fe01ff00
e805fcf7bfd5a7cd6c652c1ed288bcd8,4889,8714,5fff0fff9fffc7ffc3fff1fff8fffe7fff3fffffffffffffffffffffffffffff,bf781f788cd3c7c7e3077183b8819c603e203f18fb98f1c6e0e6e073c1393c1c,b000f80060001d000d000300118000c002500100004000000000000000000000,5ff00ff01ff087f003f031f008f00c70007f00ff00ff00ff00ff00ff00ff00ff
09e8b4e9ce5253168cf18c88bdc8304c,3968,7168,fffcfffcfffefffefff1fff1fff3ffe7ffe7ffe7ffe7ffe7ffc7ff0fff1fffff,cb4ad292b4b4ad69975a6c96da5b64b49929a44aad2592d96ab6db2d26da892a,00040000000000000013000700240025002d002d000d004d000a023a00600008,000c000c000c000c00f100f100f100e3ff27ff27ff27ff27ff87fe07ff0fffff
